fyers_symbol,stock_name,sector,industry,basic_industry
NSE:BEDMUTHA-EQ,Bedmutha Industries Limited,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products
NSE:BEEKAY-EQ,Beekay Steel Industries Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:BEL-EQ,Bharat Electronics Limited,Capital Goods,Aerospace & Defense,Aerospace & Defense
NSE:BELLACASA-EQ,Bella Casa Fashion & Retail Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:BELRISE-EQ,Belrise Industries Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:BEML-EQ,BEML Limited,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles
NSE:BENGALASM-EQ,Bengal & Assam Company Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:BEPL-EQ,Bhansali Engineering Polymers Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:BERGEPAINT-EQ,Berger Paints (I) Limited,Consumer Durables,Consumer Durables,Paints
NSE:BESTAGRO-EQ,Best Agrolife Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:BETA-EQ,Beta Drugs Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:BFINVEST-EQ,BF Investment Limited,Financial Services,Finance,Holding Company
NSE:BFUTILITIE-EQ,BF Utilities Limited,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity
NSE:BGLOBAL-BZ,Bharatiya Global Infomedia Limited,Information Technology,IT - Services,IT Enabled Services
NSE:BGRENERGY-BE,BGR Energy Systems Limited,Construction,Construction,Civil Construction
NSE:BHAGCHEM-EQ,Bhagiradha Chemicals & Industries Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:BHAGERIA-EQ,Bhageria Industries Limited,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
NSE:BHAGYANGR-BE,Bhagyanagar India Limited,Metals & Mining,Non - Ferrous Metals,Copper
NSE:BHANDARI-BE,Bhandari Hosiery Exports Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:BHARATCOAL-EQ,Bharat Coking Coal Limited,Oil Gas & Consumable Fuels,Consumable Fuels,Coal
NSE:BHARATFORG-EQ,Bharat Forge Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:BHARATGEAR-EQ,Bharat Gears Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:BHARATRAS-EQ,Bharat Rasayan Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:BHARATSE-EQ,Bharat Seats Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:BHARATWIRE-EQ,Bharat Wire Ropes Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:BHARTIARTL-EQ,Bharti Airtel Limited,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
NSE:BHARTIHEXA-EQ,Bharti Hexacom Limited,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
NSE:BHEL-EQ,Bharat Heavy Electricals Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:BI-EQ,Bilcare Limited,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology
NSE:BIGBLOC-EQ,Bigbloc Construction Limited,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:BIKAJI-EQ,Bikaji Foods International Limited,Fast Moving Consumer Goods,Food Products,Packaged Foods
NSE:BIL-EQ,Bhartiya International Limited,Consumer Durables,Consumer Durables,Leather And Leather Products
NSE:BILVYAPAR-BE,BIL VYAPAR LIMITED,Financial Services,Finance,Holding Company
NSE:BIMETAL-EQ,Bimetal Bearings Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:BIOCON-EQ,Biocon Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:BIOFILCHEM-EQ,Biofil Chemicals & Pharmaceuticals Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:BIRLACABLE-BE,Birla Cable Limited,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
NSE:BIRLACORPN-EQ,Birla Corporation Limited,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:BIRLAMONEY-EQ,Aditya Birla Money Limited,Financial Services,Capital Markets,Stockbroking & Allied
NSE:BIRLANU-EQ,BirlaNu Limited,Consumer Durables,Consumer Durables,Furniture Home Furnishing
NSE:BIRLAPREC-EQ,Birla Precision Technologies Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:BLACKBUCK-EQ,BLACKBUCK LIMITED,Services,Transport Services,Transport Related Services
NSE:BLACKROSE-EQ,Black Rose Inds. Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:BLAL-EQ,BEML Land Assets Limited,Financial Services,Finance,Investment Company
NSE:BLBLIMITED-EQ,BLB Limited,Financial Services,Finance,Investment Company
NSE:BLIL-EQ,Balmer Lawrie Investments Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:BLISSGVS-EQ,Bliss GVS Pharma Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:BLKASHYAP-EQ,B. L. Kashyap and Sons Limited,Construction,Construction,Civil Construction
NSE:BLS-EQ,BLS International Services Limited,Consumer Services,Leisure Services,Tour Travel Related Services
NSE:BLSE-EQ,BLS E-Services Limited,Information Technology,IT - Services,IT Enabled Services
NSE:BLUECHIP-BE,Blue Chip India Limited,Financial Services,Finance,Investment Company
NSE:BLUECOAST-BE,Blue Coast Hotels Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:BLUEDART-EQ,Blue Dart Express Limited,Services,Transport Services,Logistics Solution Provider
NSE:BLUEJET-EQ,Blue Jet Healthcare Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:BLUESTARCO-EQ,Blue Star Limited,Consumer Durables,Consumer Durables,Household Appliances
NSE:BLUESTONE-EQ,BlueStone Jewellery and Lifestyle Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:BLUSPRING-EQ,Bluspring Enterprises Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:BMWVENTLTD-EQ,BMW Ventures Limited,Metals & Mining,Metals & Minerals Trading,Trading - Metals
NSE:BNAGROCHEM-BE,BN Agrochem Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:BNALTD-EQ,B & A Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
NSE:BODALCHEM-BE,Bodal Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
NSE:BOHRAIND-EQ,Bohra Industries Limited,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NSE:BOMDYEING-EQ,Bombay Dyeing & Mfg Company Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:BONLON-EQ,Bonlon Industries Limited,Metals & Mining,Metals & Minerals Trading,Trading - Metals
NSE:BORANA-EQ,Borana Weaves Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:BOROLTD-EQ,Borosil Limited,Consumer Durables,Consumer Durables,Houseware
NSE:BORORENEW-EQ,BOROSIL RENEWABLES LIMITED,Capital Goods,Industrial Products,Glass - Industrial
NSE:BOROSCI-EQ,Borosil Scientific Limited,Capital Goods,Industrial Products,Glass - Industrial
NSE:BOSCH-HCIL-EQ,BOSCH HOME COMFORT INDIA LIMITED,Consumer Durables,Consumer Durables,Household Appliances
NSE:BOSCHLTD-EQ,Bosch Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:BPCL-EQ,Bharat Petroleum Corporation Limited,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing
NSE:BPL-EQ,BPL Limited,Consumer Durables,Consumer Durables,Consumer Electronics
NSE:BRIGADE-EQ,Brigade Enterprises Limited,Realty,Realty,Residential Commercial Projects
NSE:BRIGHOTEL-EQ,Brigade Hotel Ventures Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:BRITANNIA-EQ,Britannia Industries Limited,Fast Moving Consumer Goods,Food Products,Packaged Foods
NSE:BRNL-EQ,Bharat Road Network Limited,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity
NSE:BROOKS-BE,Brooks Laboratories Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:BSE-EQ,BSE Limited,Financial Services,Capital Markets,Exchange and Data Platform
NSE:BSHSL-BE,Bombay Super Hybrid Seeds Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:BSL-EQ,BSL Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:BSOFT-EQ,BIRLASOFT LIMITED,Information Technology,IT - Software,Computers - Software & Consulting
NSE:BTML-EQ,Bodhi Tree Multimedia Limited,Media Entertainment & Publication,Entertainment,Digital Entertainment
NSE:BTTL-EQ,Bhilwara Technical Textiles Limited,Textiles,Textiles & Apparels,Trading - Textile Products
NSE:BUILDPRO-EQ,Shankara Buildpro Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:BUTTERFLY-EQ,Butterfly Gandhimathi Appliances Limited,Consumer Durables,Consumer Durables,Household Appliances
NSE:BVCL-EQ,Barak Valley Cements Limited,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:BYKE-EQ,The Byke Hospitality Ltd,Consumer Services,Leisure Services,Hotels & Resorts
NSE:CALSOFT-BE,California Software Company Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:CAMLINFINE-EQ,Camlin Fine Sciences Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:CAMPUS-EQ,Campus Activewear Limited,Consumer Durables,Consumer Durables,Footwear
NSE:CAMS-EQ,Computer Age Management Services Limited,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries
NSE:CANBK-EQ,Canara Bank,Financial Services,Banks,Public Sector Bank
NSE:CANFINHOME-EQ,Can Fin Homes Limited,Financial Services,Finance,Housing Finance Company
NSE:CANHLIFE-EQ,Canara HSBC Life Insurance Company Limited,Financial Services,Insurance,Life Insurance
NSE:CANTABIL-EQ,Cantabil Retail India Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:CAPACITE-EQ,Capacit'e Infraprojects Limited,Construction,Construction,Civil Construction
NSE:CAPILLARY-EQ,Capillary Technologies India Limited,Information Technology,IT - Software,Software Products
NSE:CAPITALSFB-EQ,Capital Small Finance Bank Limited,Financial Services,Banks,Other Bank
NSE:CAPLIPOINT-EQ,Caplin Point Laboratories Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:CAPTRUST-BE,Capital Trust Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:CARBORUNIV-EQ,Carborundum Universal Limited,Capital Goods,Industrial Products,Abrasives & Bearings
NSE:CARERATING-EQ,CARE Ratings Limited,Financial Services,Capital Markets,Ratings
NSE:CARRARO-EQ,Carraro India Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:CARTRADE-EQ,Cartrade Tech Limited,Consumer Services,Retailing,E-Retail/ E-Commerce
NSE:CARYSIL-EQ,CARYSIL LIMITED,Consumer Durables,Consumer Durables,Household Appliances
NSE:CASTROLIND-EQ,Castrol India Limited,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
NSE:CCAVENUE-EQ,AvenuesAI Limited,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
NSE:CCCL-EQ,Consolidated Construction Consortium Limited,Realty,Realty,Residential Commercial Projects
NSE:CCHHL-EQ,Country Club Hospitality & Holidays Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:CCL-EQ,CCL Products (India) Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
NSE:CDSL-EQ,Central Depository Services (India) Limited,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries
NSE:CEATLTD-EQ,CEAT Limited,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
NSE:CEIGALL-EQ,Ceigall India Limited,Construction,Construction,Civil Construction
NSE:CEINSYS-EQ,Ceinsys Tech Limited,Information Technology,IT - Services,IT Enabled Services
NSE:CELEBRITY-EQ,Celebrity Fashions Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:CELLO-EQ,Cello World Limited,Consumer Durables,Consumer Durables,Houseware
NSE:CEMPRO-EQ,Cemindia Projects Limited,Construction,Construction,Civil Construction
NSE:CENTENKA-EQ,Century Enka Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:CENTEXT-EQ,Century Extrusions Limited,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products
NSE:CENTRALBK-EQ,Central Bank of India,Financial Services,Banks,Public Sector Bank
NSE:CENTRUM-EQ,Centrum Capital Limited,Financial Services,Finance,Other Financial Services
NSE:CENTUM-EQ,Centum Electronics Limited,Capital Goods,Aerospace & Defense,Aerospace & Defense
NSE:CENTURYPLY-EQ,Century Plyboards (India) Limited,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
NSE:CERA-EQ,Cera Sanitaryware Limited,Consumer Durables,Consumer Durables,Sanitary Ware
NSE:CEREBRAINT-BZ,Cerebra Integrated Technologies Limited,Information Technology,IT - Hardware,Computers Hardware & Equipments
NSE:CESC-EQ,CESC Limited,Power,Power,Integrated Power Utilities
NSE:CEWATER-EQ,Concord Enviro Systems Limited,Utilities,Other Utilities,Waste Management
NSE:CGCL-EQ,Capri Global Capital Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:CGPOWER-EQ,CG Power and Industrial Solutions Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:CHALET-EQ,Chalet Hotels Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:CHAMBLFERT-EQ,Chambal Fertilizers & Chemicals Limited,Chemicals,Fertilizers & Agrochemicals,Fertilizers
NSE:CHEMBOND-BE,Chembond Material Technologies Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:CHEMBONDCH-BE,Chembond Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:CHEMCON-EQ,Chemcon Speciality Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:CHEMFAB-BE,Chemfab Alkalis Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:CHEMPLASTS-EQ,Chemplast Sanmar Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:CHENNPETRO-EQ,Chennai Petroleum Corporation Limited,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing
NSE:CHEVIOT-EQ,Cheviot Company Limited,Forest Materials,Paper Forest & Jute Products,Jute & Jute Products
NSE:CHOICEIN-EQ,Choice International Limited,Financial Services,Finance,Holding Company
NSE:CHOLAFIN-EQ,Cholamandalam Investment and Finance Company Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:CHOLAHLDNG-EQ,Cholamandalam Financial Holdings Limited,Financial Services,Finance,Investment Company
NSE:CIEINDIA-EQ,CIE Automotive India Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:CIFL-EQ,Capital India Finance Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:CINELINE-EQ,Cineline India Limited,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition
NSE:CINEVISTA-EQ,Cinevista Limited,Realty,Realty,Residential Commercial Projects
NSE:CIPLA-EQ,Cipla Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:CLCIND-BE,CLC Industries Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:CLEAN-EQ,Clean Science and Technology Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:CLEANMAX-EQ,Clean Max Enviro Energy Solutions Limited,Power,Power,Power Generation
NSE:CLEDUCATE-BE,CL Educate Limited,Consumer Services,Other Consumer Services,Education
NSE:CLSEL-EQ,Chaman Lal Setia Exports Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:CMICABLES-BZ,CMI Limited,Capital Goods,Industrial Products,Cables - Electricals
NSE:CMPDI-EQ,Central Mine Planning & Design Institute Limited,Services,Commercial Services & Supplies,Consulting Services
NSE:CMSINFO-EQ,CMS Info Systems Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
